,customer_id,buyer_business_type,district_id,district_name_ar,city_name_en,area_name_ar,geo_latitude,geo_longitude,registration_date,avg_ticket_size,number_of_transactions,number_of_cancelled_transactions,last_order_date,total_orders_amount,buyer_business_type_encoded,cluster,promo
8439,17147,كشك,100126.0,امبابة,Giza,مدينة العمال,30.0843,31.2161,2020-07-22,570.875,4.0,1.0,2020-08-08,2283.5,5,1,+5000 spendings (10% off)
8440,17172,عطارة,100150.0,الوايلي,Cairo,الأميرية الشمالية,30.1004,31.29875,2020-07-22,1938.112,5.0,2.0,2021-02-21,9690.56,3,1,+5000 spendings (10% off)
8442,17252,سوبر ماركت,100128.0,المعادي,Cairo,المعادي,29.98146,31.23428,2020-07-23,735.0,1.0,0.0,2020-11-04,735.0,2,1,+5000 spendings (10% off)
8443,17329,سوبر ماركت,100126.0,امبابة,Giza,الكيت كات,30.07435,31.2071,2020-07-25,504.7,1.0,0.0,2020-10-10,504.7,2,1,+5000 spendings (10% off)
8445,17476,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13545,31.24571,2020-07-26,2105.6966666666667,3.0,1.0,2021-02-23,6317.09,2,1,+5000 spendings (10% off)
8447,17691,عطارة,100179.0,بشتيل,Giza,بشتيل,30.08756,31.18616,2020-08-03,945.665,2.0,1.0,2021-03-04,1891.33,3,1,+5000 spendings (10% off)
8448,17753,سوبر ماركت,100112.0,العمرانية,Giza,العمرانيه الشرقيه ,30.00492,31.20614,2020-08-05,2556.82,1.0,0.0,2020-08-05,2556.82,2,1,+5000 spendings (10% off)
8449,17801,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.14195,31.23515,2020-08-06,699.4399999999999,3.0,0.0,2021-02-10,2098.32,2,1,+5000 spendings (10% off)
8452,17999,سوبر ماركت,100149.0,الزاويه الحمراء,Cairo,الزاويه الحمراء,30.0951,31.2694,2020-08-08,2354.31875,8.0,1.0,2021-03-07,18834.55,2,3,+15000 spendings (18% off)
8453,18274,سوبر ماركت,100126.0,امبابة,Giza,المنيره,30.08595,31.2166,2020-08-11,270.0833333333333,3.0,0.0,2020-10-15,810.25,2,1,+5000 spendings (10% off)
8454,18326,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1358,31.2203,2020-08-11,499.8,1.0,0.0,2020-10-20,499.8,2,1,+5000 spendings (10% off)
8455,18366,كشك,100126.0,امبابة,Giza,قومية,30.0848,31.2034,2020-08-11,618.38,1.0,0.0,2020-10-12,618.38,5,1,+5000 spendings (10% off)
8456,18470,سوبر ماركت,100123.0,الهرم,Giza,المريوطية هرم,29.9926,31.15255,2020-08-12,3437.447777777777,9.0,5.0,2021-03-09,30937.03,2,3,+15000 spendings (18% off)
8458,18536,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1349,31.2675,2020-08-12,2971.775,2.0,0.0,2020-12-14,5943.55,1,1,+5000 spendings (10% off)
8459,18570,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13555,31.2647,2020-08-12,1050.725,2.0,1.0,2020-09-19,2101.45,2,1,+5000 spendings (10% off)
8461,18654,سوبر ماركت,100119.0,فيصل,Giza,,30.01745,31.18305,2020-08-13,458.56,1.0,0.0,2020-08-17,458.56,2,1,+5000 spendings (10% off)
8464,18980,عطارة,100126.0,امبابة,Giza,المنيره,30.0873,31.2027,2020-08-16,760.795,2.0,0.0,2020-12-17,1521.59,3,1,+5000 spendings (10% off)
8469,19253,عطارة,100158.0,ارض اللواء,Giza,,30.05186,31.18454,2020-08-18,1021.65,1.0,0.0,2020-10-28,1021.65,3,1,+5000 spendings (10% off)
8475,19612,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1327,31.2511,2020-08-20,749.52,4.0,1.0,2020-10-25,2998.08,1,1,+5000 spendings (10% off)
8476,19617,سوبر ماركت,100194.0,وسط البلد,Cairo,وسط البلد,30.03745,31.2439,2020-08-20,1413.37,3.0,0.0,2020-12-22,4240.11,2,1,+5000 spendings (10% off)
8477,19766,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.9924,31.20745,2020-08-23,558.6,1.0,1.0,2020-10-04,558.6,2,1,+5000 spendings (10% off)
8478,19776,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.9935,31.1909,2020-08-23,613.42,3.0,0.0,2021-03-03,1840.26,2,1,+5000 spendings (10% off)
8481,19914,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.25137,30.1473,2020-08-24,504.21,1.0,0.0,2020-10-24,504.21,2,1,+5000 spendings (10% off)
8484,20064,سوبر ماركت,100106.0,العجوزة,Giza,العجوزة,30.0516,31.2154,2020-08-26,2310.738,5.0,1.0,2021-01-23,11553.69,2,1,+5000 spendings (10% off)
8485,20081,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1512,31.28615,2020-08-26,930.8925,8.0,2.0,2021-02-23,7447.139999999999,2,1,+5000 spendings (10% off)
8486,20133,سوبر ماركت,100122.0,حدائق القبة,Cairo,قسم الحدائق,30.09325,31.2906,2020-08-27,497.84,1.0,0.0,2020-11-01,497.84,2,1,+5000 spendings (10% off)
8492,20755,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1327,31.27915,2020-09-01,687.0966666666667,3.0,1.0,2021-02-25,2061.29,2,1,+5000 spendings (10% off)
8493,20758,كشك,100202.0,جسر السويس,Cairo,جسر السويس,30.14015,31.38965,2020-09-01,1991.8633333333332,3.0,0.0,2021-01-23,5975.59,5,1,+5000 spendings (10% off)
8494,20801,سوبر ماركت,100107.0,عين شمس,Cairo,احمد عصمت,30.1245,31.33125,2020-09-02,1311.5436363636363,11.0,4.0,2021-02-03,14426.98,2,1,+5000 spendings (10% off)
8500,21272,كشك,100143.0,شبرا الخيمة,Cairo,,30.1332,31.2535,2020-09-10,627.2,1.0,1.0,2020-09-10,627.2,1,1,+5000 spendings (10% off)
8501,21386,سوبر ماركت,100123.0,الهرم,Giza,عزالدين عمر,29.99048,31.16184,2020-09-12,383.375,4.0,0.0,2021-01-29,1533.5,2,1,+5000 spendings (10% off)
8502,21428,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13022,31.25322,2020-09-12,1182.975,10.0,0.0,2021-02-18,11829.75,1,1,+5000 spendings (10% off)
8507,21635,سوبر ماركت,100121.0,حدائق الاهرام,Giza,حدائق الاهرام,29.96863,31.10694,2020-09-13,525.0,2.0,0.0,2021-02-23,1050.0,2,1,+5000 spendings (10% off)
8508,21701,سوبر ماركت,100119.0,فيصل,Giza,,30.0024,31.1619,2020-09-14,642.6666666666666,3.0,0.0,2021-02-23,1928.0,2,1,+5000 spendings (10% off)
8509,21702,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1435,31.25352,2020-09-14,577.22,1.0,0.0,2020-09-14,577.22,2,1,+5000 spendings (10% off)
8510,21704,كشك,100169.0,المنيب,Giza,ميدان المنيب,29.98213,31.21345,2020-09-14,260.0,1.0,0.0,2020-09-14,260.0,5,1,+5000 spendings (10% off)
8511,21770,سوبر ماركت,100159.0,حي الجيزة,Giza,ميدان الجيزة,30.0131,31.21415,2020-09-14,1839.3333333333333,6.0,0.0,2021-02-01,11036.0,2,1,+5000 spendings (10% off)
8513,21880,سوبر ماركت,100119.0,فيصل,Giza,,30.00965,31.1637,2020-09-14,2779.65,2.0,1.0,2020-10-19,5559.3,2,1,+5000 spendings (10% off)
8515,23541,سوبر ماركت,100140.0,مصر القديمة,Cairo,مصر القديمة,29.99438,31.23386,2020-09-22,3465.94,1.0,1.0,2020-09-22,3465.94,2,1,+5000 spendings (10% off)
8517,23547,سوبر ماركت,100123.0,الهرم,Giza,الليبيني هرم,29.97149,31.16176,2020-09-22,1050.07,1.0,1.0,2020-09-24,1050.07,2,1,+5000 spendings (10% off)
8519,23572,سوبر ماركت,100123.0,الهرم,Giza,حي الجيزة,31.17855,29.98671,2020-09-22,260.0,1.0,0.0,2020-09-22,260.0,2,1,+5000 spendings (10% off)
8521,23616,سوبر ماركت,100169.0,المنيب,Giza,ميدان المنيب,31.21166,29.97545,2020-09-22,499.8,1.0,0.0,2020-10-18,499.8,2,1,+5000 spendings (10% off)
8523,23658,سوبر ماركت,100123.0,الهرم,Giza,المريوطية هرم,29.98857,31.18354,2020-09-22,331.00666666666666,3.0,0.0,2020-09-25,993.02,2,1,+5000 spendings (10% off)
8524,23740,سوبر ماركت,100158.0,ارض اللواء,Giza,أرض اللواء,30.05165,31.18945,2020-09-23,1233.8528571428571,7.0,0.0,2021-02-25,8636.97,2,1,+5000 spendings (10% off)
8528,23781,سوبر ماركت,100121.0,حدائق الاهرام,Giza,حدائق الاهرام,29.95969,31.09264,2020-09-23,578.2,1.0,0.0,2020-09-25,578.2,2,1,+5000 spendings (10% off)
8531,25573,عطارة,100123.0,الهرم,Giza,الهرم,26.04467,19.52658,2020-09-29,250.0,1.0,1.0,2020-09-29,250.0,3,1,+5000 spendings (10% off)
8532,25872,كشك,100119.0,فيصل,Giza,,30.01525,31.2104,2020-09-30,531.41,1.0,0.0,2020-09-30,531.41,5,1,+5000 spendings (10% off)
8534,26621,سوبر ماركت,100162.0,الوراق,Giza,وراق الحضر,31.21476,30.10535,2020-10-04,512.05,1.0,0.0,2020-10-04,512.05,2,1,+5000 spendings (10% off)
8535,26646,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,31.1952,29.99114,2020-10-04,468.95,1.0,0.0,2020-10-04,468.95,2,1,+5000 spendings (10% off)
8537,27913,سوبر ماركت,100152.0,مدينة السلام,Cairo,السلام,30.09029,31.21762,2020-10-12,504.51,1.0,1.0,2020-10-12,504.51,2,1,+5000 spendings (10% off)
8539,32552,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.2507,30.12449,2020-10-24,499.8,1.0,1.0,2020-10-24,499.8,2,1,+5000 spendings (10% off)
8540,32552,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.2507,30.12449,2020-10-24,499.8,1.0,1.0,2020-10-24,499.8,2,1,+5000 spendings (10% off)
8541,34755,سوبر ماركت,100140.0,مصر القديمة,Cairo,السيدة زينب,30.02453,31.25943,2020-10-29,1330.04,2.0,0.0,2020-11-30,2660.08,2,1,+5000 spendings (10% off)
8542,34869,عطارة,100169.0,المنيب,Giza,,29.98213,31.19883,2020-10-29,503.33,1.0,1.0,2020-10-29,503.33,3,1,+5000 spendings (10% off)
8543,2806,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,,,2020-03-19,2998.46,2.0,1.0,2020-10-03,5996.92,2,1,+5000 spendings (10% off)
8544,10531,سوبر ماركت,100125.0,حلوان,Cairo,حدايق حلوان,29.89265,31.2961,2020-06-14,3827.1269230769226,13.0,5.0,2021-02-06,49752.65,2,3,+15000 spendings (18% off)
8546,12570,سوبر ماركت,100166.0,صفط اللبن,Giza,صفط اللبن,30.0362,31.168,2020-07-01,3183.3552941176467,17.0,8.0,2021-01-28,54117.03999999999,2,0,+10000 spendings (15% off)
8547,16400,سوبر ماركت,100101.0,١٥ مايو,Cairo,١٥ مايو,29.81902,31.38086,2020-07-20,3333.47,1.0,1.0,2020-08-09,3333.47,2,1,+5000 spendings (10% off)
8548,23669,عطارة,100110.0,المرج,Cairo,المرج الجديدة,30.16157,31.34049,2020-09-22,582.1666666666666,6.0,0.0,2021-03-04,3493.0,3,1,+5000 spendings (10% off)
8549,2803,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.08975,31.3095,2020-03-19,3658.154285714285,7.0,3.0,2021-03-09,25607.08,2,3,+15000 spendings (18% off)
8550,4388,سوبر ماركت,100119.0,فيصل,Giza,المطبعة,30.00717,31.16596,2020-05-06,740.9999999999999,2.0,0.0,2020-10-26,1481.9999999999998,2,1,+5000 spendings (10% off)
8552,6418,سوبر ماركت,100158.0,ارض اللواء,Giza,أرض اللواء,31.1719,30.01894,2020-05-16,670.3336363636363,11.0,3.0,2021-02-27,7373.669999999999,2,1,+5000 spendings (10% off)
8555,13955,سوبر ماركت,100110.0,المرج,Cairo,المرج القديمة,30.02491,31.16062,2020-05-05,509.6,1.0,0.0,2020-10-20,509.6,2,1,+5000 spendings (10% off)
8558,20085,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.01745,31.1982,2020-08-26,219.13,3.0,0.0,2020-09-15,657.39,2,1,+5000 spendings (10% off)
8559,20155,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.15,31.3241,2020-08-27,1084.3483333333331,6.0,2.0,2021-03-12,6506.089999999999,2,1,+5000 spendings (10% off)
8561,20702,سوبر ماركت,100153.0,الخصوص,Cairo,الخصوص,30.15875,31.3234,2020-08-31,722.45,5.0,2.0,2021-02-27,3612.25,2,1,+5000 spendings (10% off)
8562,21503,كشك,100104.0,٦ اكتوبر,Giza,٦ اكتوبر,29.99521,31.20094,2020-09-13,920.125,2.0,0.0,2020-09-13,1840.25,5,1,+5000 spendings (10% off)
8565,2773,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,,,2020-03-17,5141.596,5.0,5.0,2020-10-13,25707.98,2,3,+15000 spendings (18% off)
8566,3002,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.09662,31.33581,2020-03-29,5133.871999999999,5.0,2.0,2020-04-19,25669.36,2,3,+15000 spendings (18% off)
8570,4954,سوبر ماركت,100122.0,حدائق القبة,Cairo,مصر والسودان,30.07901,31.27916,2020-05-10,2217.97375,8.0,5.0,2020-08-25,17743.789999999997,2,3,+15000 spendings (18% off)
8572,5965,كشك,100125.0,حلوان,Cairo,حلوان,29.84364,31.31786,2020-05-14,1255.38,1.0,0.0,2020-07-07,1255.38,5,1,+5000 spendings (10% off)
8583,9174,سوبر ماركت,100158.0,ارض اللواء,Giza,أرض اللواء,30.0542,31.18822,2020-06-08,2312.31,1.0,0.0,2020-07-22,2312.31,2,1,+5000 spendings (10% off)
8587,9946,سوبر ماركت,100116.0,الدقي,Giza,الدقي,30.04038,31.20451,2020-06-10,1361.22,1.0,0.0,2020-06-10,1361.22,2,1,+5000 spendings (10% off)
8588,10503,سوبر ماركت,100128.0,المعادي,Cairo,طرة,29.95228,31.2739,2020-06-14,3882.25,1.0,1.0,2020-06-23,3882.25,2,1,+5000 spendings (10% off)
8589,10750,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.01922,31.18862,2020-06-15,2346.105,4.0,3.0,2021-02-22,9384.419999999998,2,1,+5000 spendings (10% off)
8592,11978,سوبر ماركت,100101.0,١٥ مايو,Cairo,١٥ مايو,31.37354,29.82269,2020-06-23,7866.46,1.0,0.0,2020-07-18,7866.46,2,1,+5000 spendings (10% off)
8596,13198,كشك,100000.0,Others,Cairo,Others,,,2020-01-29,2839.0,4.0,2.0,2020-05-17,11356.0,1,1,+5000 spendings (10% off)
8600,15514,كشك,100107.0,عين شمس,Cairo,عين شمس,31.22174,30.13366,2020-06-08,572.32,1.0,0.0,2020-06-08,572.32,5,1,+5000 spendings (10% off)
8601,16189,سوبر ماركت,100119.0,فيصل,Giza,الطوابق,30.00003,31.15845,2020-07-01,2096.32,1.0,1.0,2020-07-01,2096.32,2,1,+5000 spendings (10% off)
8604,18111,سوبر ماركت,100194.0,وسط البلد,Cairo,وسط البلد,30.0338,31.24665,2020-08-09,2259.35,5.0,0.0,2020-09-02,11296.75,2,1,+5000 spendings (10% off)
8605,18864,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.15104,31.32575,2020-08-15,1130.69,1.0,0.0,2020-08-15,1130.69,2,1,+5000 spendings (10% off)
8610,15163,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13716,31.23696,2020-05-21,1865.278,10.0,2.0,2021-02-21,18652.78,2,3,+15000 spendings (18% off)
8611,16915,عطارة,100162.0,الوراق,Giza,وراق العرب,30.1319,31.167,2020-07-21,5467.0925,8.0,6.0,2021-01-28,43736.74,3,3,+15000 spendings (18% off)
8612,12533,سوبر ماركت,100128.0,المعادي,Cairo,دار السلام,29.9775,31.263,2020-07-01,1249.275,4.0,1.0,2021-02-28,4997.1,2,1,+5000 spendings (10% off)
8613,13676,سوبر ماركت,100131.0,المطرية,Cairo,الاميريه ,29.98927,31.20538,2020-04-29,797.79,2.0,0.0,2021-02-25,1595.58,2,1,+5000 spendings (10% off)
8614,1953,عطارة,100128.0,المعادي,Cairo,حدائق المعادي,29.9751,31.2495,2020-01-30,1230.215,4.0,0.0,2021-03-09,4920.86,3,1,+5000 spendings (10% off)
8615,2236,كشك,100113.0,الزيتون,Cairo,الزيتون,30.1019,31.3101,2020-02-02,2512.1945454545453,11.0,6.0,2020-10-18,27634.14,1,3,+15000 spendings (18% off)
8616,2729,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,30.06855,31.32405,2020-03-16,1640.3925,4.0,2.0,2021-02-24,6561.57,2,1,+5000 spendings (10% off)
8617,4554,سوبر ماركت,100123.0,الهرم,Giza,الطالبية,30.0005,31.1783,2020-05-06,694.4266666666666,3.0,0.0,2021-02-25,2083.28,2,1,+5000 spendings (10% off)
8618,5341,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.01385,31.1473,2020-05-11,3877.8333333333335,3.0,2.0,2020-09-24,11633.5,2,1,+5000 spendings (10% off)
8620,8719,سوبر ماركت,100119.0,فيصل,Giza,حسن محمد,30.0002,31.17115,2020-06-07,250.0,1.0,0.0,2020-09-28,250.0,2,1,+5000 spendings (10% off)
8621,10111,كشك,100119.0,فيصل,Giza,الكوم الأخضر,29.9953,31.1517,2020-06-11,402.16,2.0,1.0,2020-10-26,804.3199999999999,5,1,+5000 spendings (10% off)
8623,12251,سوبر ماركت,100123.0,الهرم,Giza,الطالبية,29.99579,31.17709,2020-06-27,1362.7524999999998,4.0,2.0,2021-03-10,5451.009999999999,2,1,+5000 spendings (10% off)
8624,13561,سوبر ماركت,100110.0,المرج,Cairo,المرج القديمة,30.1482,31.3426,2020-04-22,3085.655,2.0,1.0,2020-11-16,6171.31,2,1,+5000 spendings (10% off)
8625,14643,سوبر ماركت,100119.0,فيصل,Giza,فيصل,30.04291,31.15877,2020-05-14,1668.395,4.0,0.0,2021-01-28,6673.58,2,1,+5000 spendings (10% off)
8628,18433,سوبر ماركت,100217.0,حدائق حلوان,Cairo,حدائق حلوان,29.83562,31.31359,2020-08-11,759.5,1.0,1.0,2020-09-27,759.5,2,1,+5000 spendings (10% off)
8629,18916,كشك,100179.0,بشتيل,Giza,بشتيل,30.08215,31.19325,2020-08-15,945.0025,4.0,3.0,2020-10-15,3780.01,5,1,+5000 spendings (10% off)
8631,20395,سوبر ماركت,100193.0,مصر الجديدة,Cairo,مصر الجديدة,31.32929,30.09549,2020-08-30,1088.0933333333332,3.0,0.0,2021-02-22,3264.28,2,1,+5000 spendings (10% off)
8632,21527,سوبر ماركت,100121.0,حدائق الاهرام,Giza,حدائق الاهرام,31.10487,29.98119,2020-09-13,1456.84,15.0,8.0,2021-02-28,21852.6,2,3,+15000 spendings (18% off)
8633,21658,سوبر ماركت,100121.0,حدائق الاهرام,Giza,حدائق الاهرام,29.96438,31.10355,2020-09-13,260.0,1.0,0.0,2020-09-13,260.0,2,1,+5000 spendings (10% off)
8634,23821,عطارة,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.14515,31.2331,2020-09-23,1998.22,2.0,2.0,2020-09-24,3996.44,3,1,+5000 spendings (10% off)
8635,6849,سوبر ماركت,100113.0,الزيتون,Cairo,ترعة الجبل,30.10485,31.3067,2020-05-17,2387.315714285714,7.0,1.0,2020-10-24,16711.21,2,3,+15000 spendings (18% off)
8636,17750,سوبر ماركت,100218.0,وادي حوف,Cairo,وادي حوف,29.88232,31.30378,2020-08-05,2250.89,4.0,4.0,2021-03-09,9003.56,2,1,+5000 spendings (10% off)
8637,7485,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,,,2020-05-21,2414.1875,4.0,1.0,2020-07-27,9656.75,2,1,+5000 spendings (10% off)
8638,8594,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.24113,30.123,2020-06-07,1050.0,1.0,1.0,2020-06-07,1050.0,5,1,+5000 spendings (10% off)
8639,9717,سوبر ماركت,100119.0,فيصل,Giza,الليبيني فيصل,29.99994,31.1397,2020-06-09,1446.5533333333333,6.0,2.0,2021-02-10,8679.32,2,1,+5000 spendings (10% off)
8640,9734,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية ,,,2020-06-10,1780.9366666666665,6.0,1.0,2021-03-09,10685.62,2,1,+5000 spendings (10% off)
8641,10576,كشك,100142.0,شبرا مصر,Cairo,الترعة البولاقية,30.07266,31.23384,2020-06-14,1075.06,4.0,1.0,2021-02-23,4300.24,5,1,+5000 spendings (10% off)
8642,14169,سوبر ماركت,100122.0,حدائق القبة,Cairo,المطريه,30.07695,31.2674,2020-05-09,1846.795,6.0,3.0,2020-10-05,11080.77,2,1,+5000 spendings (10% off)
8649,3001,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.09684,31.33569,2020-03-29,2058.1675,4.0,2.0,2020-05-30,8232.67,2,1,+5000 spendings (10% off)
8651,4218,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.01041,31.18577,2020-05-05,3746.05,1.0,0.0,2020-07-11,3746.05,2,1,+5000 spendings (10% off)
8653,6290,عطارة,100152.0,مدينة السلام,Cairo,السلام,31.41014,30.17342,2020-05-16,1249.99,1.0,0.0,2020-07-11,1249.99,3,1,+5000 spendings (10% off)
8661,8634,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.9976,31.1858,2020-06-07,1002.0771428571428,7.0,1.0,2021-03-04,7014.54,2,1,+5000 spendings (10% off)
8663,8893,سوبر ماركت,100123.0,الهرم,Giza,الليبيني هرم,29.976,31.15969,2020-06-08,608.034,5.0,2.0,2020-06-16,3040.17,2,1,+5000 spendings (10% off)
8664,10331,سوبر ماركت,100151.0,عزبة النخل,Cairo,عزبة النخل,30.13222,31.2273,2020-06-13,1686.09,1.0,1.0,2020-07-24,1686.09,2,1,+5000 spendings (10% off)
8666,10846,سوبر ماركت,100173.0,ميت نما,Cairo,ميت نما,31.23638,30.1445,2020-06-15,1200.0,1.0,1.0,2020-06-15,1200.0,2,1,+5000 spendings (10% off)
8668,11165,سوبر ماركت,100128.0,المعادي,Cairo,البساتين,29.98858,31.26286,2020-06-16,11435.95,4.0,1.0,2020-07-21,45743.8,2,3,+15000 spendings (18% off)
8669,11905,سوبر ماركت,100125.0,حلوان,Cairo,حدايق حلوان,31.28935,29.89061,2020-06-23,1863.0627272727272,11.0,2.0,2020-07-28,20493.69,2,3,+15000 spendings (18% off)
8672,12555,سوبر ماركت,100128.0,المعادي,Cairo,حدائق المعادي,29.97183,31.2639,2020-07-01,4098.92,2.0,0.0,2021-02-27,8197.84,2,1,+5000 spendings (10% off)
8682,17190,عطارة,100152.0,مدينة السلام,Cairo,السلام,30.1426,31.384,2020-07-22,2378.95,1.0,0.0,2020-07-22,2378.95,3,1,+5000 spendings (10% off)
8683,19360,كشك,100169.0,المنيب,Giza,ميدان المنيب,31.21345,29.98278,2020-08-19,805.45,1.0,1.0,2020-08-22,805.45,5,1,+5000 spendings (10% off)
8684,23614,كشك,100119.0,فيصل,Giza,,30.01156,31.16943,2020-09-22,260.0,1.0,0.0,2020-09-22,260.0,1,1,+5000 spendings (10% off)
8686,18440,سوبر ماركت,100169.0,المنيب,Giza,ميدان المنيب,29.9791,31.20225,2020-08-11,1395.942,5.0,2.0,2021-02-25,6979.71,2,1,+5000 spendings (10% off)
8687,17331,سوبر ماركت,100107.0,عين شمس,Cairo,احمد عصمت,30.1258,31.34875,2020-07-25,955.5,1.0,0.0,2020-10-15,955.5,2,1,+5000 spendings (10% off)
8688,19247,سوبر ماركت,100166.0,صفط اللبن,Giza,صفط اللبن,31.16693,30.03027,2020-08-18,1833.64,4.0,1.0,2021-01-27,7334.559999999999,2,1,+5000 spendings (10% off)
8689,2722,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,30.0656,31.3276,2020-03-15,892.1999999999998,5.0,2.0,2020-09-20,4460.999999999999,2,1,+5000 spendings (10% off)
8690,3188,كشك,100122.0,حدائق القبة,Cairo,المطريه,29.98704,31.20957,2020-04-08,3632.97,2.0,0.0,2021-01-30,7265.94,5,1,+5000 spendings (10% off)
8691,3238,سوبر ماركت,100122.0,حدائق القبة,Cairo,المطريه,30.07735,31.27086,2020-04-12,964.24,2.0,0.0,2021-02-27,1928.48,2,1,+5000 spendings (10% off)
8692,8303,سوبر ماركت,100162.0,الوراق,Giza,وراق العرب,29.9564,31.15895,2020-06-04,3241.6625,4.0,0.0,2020-08-10,12966.65,2,1,+5000 spendings (10% off)
8693,8570,كشك,100162.0,الوراق,Giza,وراق الحضر,31.21652,30.10178,2020-06-07,1467.46,1.0,0.0,2020-08-18,1467.46,5,1,+5000 spendings (10% off)
8694,10172,كشك,100169.0,المنيب,Giza,ميدان المنيب,29.98809,31.21653,2020-06-11,789.0,3.0,1.0,2020-09-14,2367.0,5,1,+5000 spendings (10% off)
8695,10482,سوبر ماركت,100142.0,شبرا مصر,Cairo,الترعة البولاقية,30.08062,31.23811,2020-06-13,897.37,2.0,1.0,2020-07-08,1794.74,2,1,+5000 spendings (10% off)
8696,11657,سوبر ماركت,100166.0,صفط اللبن,Giza,صفط اللبن,30.0302,31.18115,2020-06-21,1402.382,5.0,1.0,2021-02-28,7011.91,2,1,+5000 spendings (10% off)
8698,18018,سوبر ماركت,100123.0,الهرم,Giza,المريوطية هرم,29.99313,31.16337,2020-08-09,260.0,1.0,0.0,2020-09-20,260.0,2,1,+5000 spendings (10% off)
8699,18847,سوبر ماركت,100119.0,فيصل,Giza,كعبيش,30.0029,31.1533,2020-08-15,1090.5,1.0,0.0,2020-09-02,1090.5,2,1,+5000 spendings (10% off)
8700,19155,سوبر ماركت,100126.0,امبابة,Giza,قومية,30.0909,31.20265,2020-08-17,5843.99,1.0,1.0,2020-08-25,5843.99,2,1,+5000 spendings (10% off)
8701,19889,عطارة,100149.0,الزاويه الحمراء,Cairo,الزاويه الحمراء,31.26592,30.09445,2020-08-24,440.0,1.0,1.0,2020-08-24,440.0,3,1,+5000 spendings (10% off)
8702,20615,سوبر ماركت,100162.0,الوراق,Giza,وراق الحضر,31.21835,30.07251,2020-08-31,761.1549999999999,6.0,1.0,2021-02-21,4566.929999999999,2,1,+5000 spendings (10% off)
8703,23741,TKA Supermarket,100155.0,القناطر الخيرية,Cairo,القناطر السنترال,30.1929,31.133,2020-09-23,9060.041249999998,8.0,2.0,2020-12-10,72480.32999999999,0,0,+10000 spendings (15% off)
8704,23908,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.16434,31.33901,2020-09-23,505.93,1.0,0.0,2020-09-23,505.93,5,1,+5000 spendings (10% off)
8707,13591,سوبر ماركت,100110.0,المرج,Cairo,المرج,29.96634,31.17547,2020-04-23,2680.11,6.0,2.0,2020-10-28,16080.66,2,3,+15000 spendings (18% off)
8708,14301,TKA Supermarket,100119.0,فيصل,Giza,الطالبية,30.0172,31.1791,2020-05-11,9907.556666666664,3.0,1.0,2020-12-28,29722.67,0,3,+15000 spendings (18% off)
8709,14913,سوبر ماركت,100123.0,الهرم,Giza,الهرم,30.0024,31.1861,2020-05-17,561.6999999999999,2.0,0.0,2020-10-21,1123.4,2,1,+5000 spendings (10% off)
